CHIAVE,ID_NOTA,ELEMENTO_IT,ATTIVITA_IT,COMBO_DIRETTA_IT,COMBO_PARLATA_IT,ATECO2025,IT_INDEX_CLEAN
,30024.0,suini [swine and pigs],allevamento [raising],"suini, allevamento",allevamento di suini,01.46.00,"suini, allevamento"
,30024.0,maiali [swine and pigs],allevamento [raising],"maiali, allevamento",allevamento di maiali,01.46.00,"maiali, allevamento"
,30026.0,pollame [poultry],allevamento [raising],"pollame, allevamento",allevamento di pollame,01.47.00,"pollame, allevamento"
,32551.0,polli [chickens],allevamento [raising],"polli, allevamento",allevamento di polli,01.47.00,"polli, allevamento"
,32551.0,tacchini [turkeys],allevamento [raising],"tacchini, allevamento",allevamento di tacchini,01.47.00,"tacchini, allevamento"
,32551.0,anatre [ducks],allevamento [raising],"anatre, allevamento",allevamento di anatre,01.47.00,"anatre, allevamento"
,32551.0,oche [geese],allevamento [raising],"oche, allevamento",allevamento di oche,01.47.00,"oche, allevamento"
,32551.0,quaglie [quails],allevamento [raising],"quaglie, allevamento",allevamento di quaglie,01.47.00,"quaglie, allevamento"
,32551.0,struzzi [ostriches],allevamento [raising],"struzzi, allevamento",allevamento di struzzi,01.47.00,"struzzi, allevamento"
,32551.0,faraone [guineafowls],allevamento [raising],"faraone, allevamento",allevamento di faraone,01.47.00,"faraone, allevamento"
,32552.0,conigli [rabbits],allevamento [raising],"conigli, allevamento",allevamento di conigli,01.48.10,"conigli, allevamento"
,32561.0,animali da pelliccia semidomestici (esclusi conigli) [semi-domesticated or live fur animals (other than rabbits)],allevamento [raising],"animali da pelliccia semidomestici (esclusi conigli), allevamento",allevamento di animali da pelliccia semidomestici (esclusi conigli),01.48.20,animali da pelliccia semidomestici (
,30043.0,bachi da seta [silkworms],allevamento [raising],"bachi da seta, allevamento",allevamento di bachi da seta,01.48.40,"bachi da seta, allevamento"
,35109.0,insetti [insects],allevamento [raising],"insetti, allevamento",allevamento di insetti,01.48.91,"insetti, allevamento"
,35110.0,animali semi-addomesticati (esclusi animali da pelliccia) [semi-domesticated animals (except fur animals)],allevamento [raising],"animali semi-addomesticati (esclusi animali da pelliccia), allevamento",allevamento di animali semi-addomesticati (esclusi animali da pelliccia),01.48.99,animali semi addomesticati (
,35111.0,uccelli (escluso pollame) [birds (except poultry)],allevamento [raising],"uccelli (escluso pollame), allevamento",allevamento di uccelli (escluso pollame),01.48.99,uccelli (
,35112.0,renne [reindeer],allevamento [raising],"renne, allevamento",allevamento di renne,01.48.99,"renne, allevamento"
,35113.0,rettili (esclusi coccodrilli) [reptiles (except crocodiles)],allevamento [raising],"rettili (esclusi coccodrilli), allevamento",allevamento di rettili (esclusi coccodrilli),01.48.99,rettili (
,35114.0,rettili acquatici [aquatic reptiles],allevamento [raising],"rettili acquatici, allevamento",allevamento di rettili acquatici,01.48.99,"rettili acquatici, allevamento"
,35114.0,rettili acquatici in acque salate [saltwater reptiles],allevamento [raising],"rettili acquatici in acque salate, allevamento",allevamento di rettili acquatici in acque salate,01.48.99,"rettili acquatici in acque salate, allevamento"
,35114.0,rettili acquatici in acque dolci [freshwater reptiles],allevamento [raising],"rettili acquatici in acque dolci, allevamento",allevamento di rettili acquatici in acque dolci,01.48.99,"rettili acquatici in acque dolci, allevamento"
,35116.0,animali da compagnia [pets],allevamento [raising],"animali da compagnia, allevamento",allevamento di animali da compagnia,01.48.99,"animali da compagnia, allevamento"
,35117.0,gatti [cats],allevamento [raising],"gatti, allevamento",allevamento di gatti,01.48.99,"gatti, allevamento"
,35117.0,cani [dogs],allevamento [raising],"cani, allevamento",allevamento di cani,01.48.99,"cani, allevamento"
,35118.0,uccelli [birds],allevamento [raising],"uccelli, allevamento",allevamento di uccelli,01.48.99,"uccelli, allevamento"
,35118.0,pappagalli [parakeets],allevamento [raising],"pappagalli, allevamento",allevamento di pappagalli,01.48.99,"pappagalli, allevamento"
,35119.0,criceti [hamsters],allevamento [raising],"criceti, allevamento",allevamento di criceti,01.48.99,"criceti, allevamento"
,30016.0,cavalli [horses],allevamento a prescindere dallo scopo [raising regardless of the purpose],"cavalli, allevamento a prescindere dallo scopo",allevamento di cavalli a prescindere dallo scopo,01.43.00,"cavalli, allevamento a prescindere dallo scopo"
,30016.0,asini [asses],allevamento a prescindere dallo scopo [raising regardless of the purpose],"asini, allevamento a prescindere dallo scopo",allevamento di asini a prescindere dallo scopo,01.43.00,"asini, allevamento a prescindere dallo scopo"
,30016.0,muli [mules],allevamento a prescindere dallo scopo [raising regardless of the purpose],"muli, allevamento a prescindere dallo scopo",allevamento di muli a prescindere dallo scopo,01.43.00,"muli, allevamento a prescindere dallo scopo"
,30016.0,bardotti [hinnies],allevamento a prescindere dallo scopo [raising regardless of the purpose],"bardotti, allevamento a prescindere dallo scopo",allevamento di bardotti a prescindere dallo scopo,01.43.00,"bardotti, allevamento a prescindere dallo scopo"
,29921.0,bovini da latte [dairy cattle],allevamento e riproduzione [raising and breeding],"bovini da latte, allevamento e riproduzione",allevamento e riproduzione di bovini da latte,01.41.00,"bovini da latte, allevamento e riproduzione"
,29921.0,bufale da latte [dairy buffaloes],allevamento e riproduzione [raising and breeding],"bufale da latte, allevamento e riproduzione",allevamento e riproduzione di bufale da latte,01.41.00,"bufale da latte, allevamento e riproduzione"
,29924.0,bovini da carne [cattle for meat],allevamento e riproduzione [raising and breeding],"bovini da carne, allevamento e riproduzione",allevamento e riproduzione di bovini da carne,01.42.00,"bovini da carne, allevamento e riproduzione"
,29924.0,bufalini da carne [buffaloes for meat],allevamento e riproduzione [raising and breeding],"bufalini da carne, allevamento e riproduzione",allevamento e riproduzione di bufalini da carne,01.42.00,"bufalini da carne, allevamento e riproduzione"
,29926.0,bovini da tiro [draft cattle],allevamento e riproduzione [raising and breeding],"bovini da tiro, allevamento e riproduzione",allevamento e riproduzione di bovini da tiro,01.42.00,"bovini da tiro, allevamento e riproduzione"
,29926.0,bufalini da tiro [draft buffaloes],allevamento e riproduzione [raising and breeding],"bufalini da tiro, allevamento e riproduzione",allevamento e riproduzione di bufalini da tiro,01.42.00,"bufalini da tiro, allevamento e riproduzione"
,29927.0,tori da combattimento [fighting bulls],allevamento e riproduzione [raising and breeding],"tori da combattimento, allevamento e riproduzione",allevamento e riproduzione di tori da combattimento,01.42.00,"tori da combattimento, allevamento e riproduzione"
,30016.0,cavalli [horses],allevamento e riproduzione [raising and breeding],"cavalli, allevamento e riproduzione",allevamento e riproduzione di cavalli,01.43.00,"cavalli, allevamento e riproduzione"
,30016.0,asini [asses],allevamento e riproduzione [raising and breeding],"asini, allevamento e riproduzione",allevamento e riproduzione di asini,01.43.00,"asini, allevamento e riproduzione"
,30016.0,muli [mules],allevamento e riproduzione [raising and breeding],"muli, allevamento e riproduzione",allevamento e riproduzione di muli,01.43.00,"muli, allevamento e riproduzione"
,30016.0,bardotti [hinnies],allevamento e riproduzione [raising and breeding],"bardotti, allevamento e riproduzione",allevamento e riproduzione di bardotti,01.43.00,"bardotti, allevamento e riproduzione"
,30017.0,cammelli [camels],allevamento e riproduzione [raising and breeding],"cammelli, allevamento e riproduzione",allevamento e riproduzione di cammelli,01.44.00,"cammelli, allevamento e riproduzione"
,30017.0,dromedari [dromedary],allevamento e riproduzione [raising and breeding],"dromedari, allevamento e riproduzione",allevamento e riproduzione di dromedari,01.44.00,"dromedari, allevamento e riproduzione"
,30017.0,camelidi [camelids],allevamento e riproduzione [raising and breeding],"camelidi, allevamento e riproduzione",allevamento e riproduzione di camelidi,01.44.00,"camelidi, allevamento e riproduzione"
,30021.0,ovini [sheep],allevamento e riproduzione [raising and breeding],"ovini, allevamento e riproduzione",allevamento e riproduzione di ovini,01.45.00,"ovini, allevamento e riproduzione"
,30021.0,caprini [goats],allevamento e riproduzione [raising and breeding],"caprini, allevamento e riproduzione",allevamento e riproduzione di caprini,01.45.00,"caprini, allevamento e riproduzione"
,30021.0,pecore [sheep],allevamento e riproduzione [raising and breeding],"pecore, allevamento e riproduzione",allevamento e riproduzione di pecore,01.45.00,"pecore, allevamento e riproduzione"
,30021.0,capre [goats],allevamento e riproduzione [raising and breeding],"capre, allevamento e riproduzione",allevamento e riproduzione di capre,01.45.00,"capre, allevamento e riproduzione"
,30024.0,suini [swine and pigs],allevamento e riproduzione [raising and breeding],"suini, allevamento e riproduzione",allevamento e riproduzione di suini,01.46.00,"suini, allevamento e riproduzione"
,30024.0,maiali [swine and pigs],allevamento e riproduzione [raising and breeding],"maiali, allevamento e riproduzione",allevamento e riproduzione di maiali,01.46.00,"maiali, allevamento e riproduzione"
,30026.0,pollame [poultry],allevamento e riproduzione [raising and breeding],"pollame, allevamento e riproduzione",allevamento e riproduzione di pollame,01.47.00,"pollame, allevamento e riproduzione"
,32551.0,polli [chickens],allevamento e riproduzione [raising and breeding],"polli, allevamento e riproduzione",allevamento e riproduzione di polli,01.47.00,"polli, allevamento e riproduzione"
,32551.0,tacchini [turkeys],allevamento e riproduzione [raising and breeding],"tacchini, allevamento e riproduzione",allevamento e riproduzione di tacchini,01.47.00,"tacchini, allevamento e riproduzione"
,32551.0,anatre [ducks],allevamento e riproduzione [raising and breeding],"anatre, allevamento e riproduzione",allevamento e riproduzione di anatre,01.47.00,"anatre, allevamento e riproduzione"
,32551.0,oche [geese],allevamento e riproduzione [raising and breeding],"oche, allevamento e riproduzione",allevamento e riproduzione di oche,01.47.00,"oche, allevamento e riproduzione"
,32551.0,quaglie [quails],allevamento e riproduzione [raising and breeding],"quaglie, allevamento e riproduzione",allevamento e riproduzione di quaglie,01.47.00,"quaglie, allevamento e riproduzione"
,32551.0,struzzi [ostriches],allevamento e riproduzione [raising and breeding],"struzzi, allevamento e riproduzione",allevamento e riproduzione di struzzi,01.47.00,"struzzi, allevamento e riproduzione"
,32551.0,faraone [guineafowls],allevamento e riproduzione [raising and breeding],"faraone, allevamento e riproduzione",allevamento e riproduzione di faraone,01.47.00,"faraone, allevamento e riproduzione"
,32552.0,conigli [rabbits],allevamento e riproduzione [raising and breeding],"conigli, allevamento e riproduzione",allevamento e riproduzione di conigli,01.48.10,"conigli, allevamento e riproduzione"
,32561.0,animali da pelliccia semidomestici (esclusi conigli) [semi-domesticated or live fur animals (other than rabbits)],allevamento e riproduzione [raising and breeding],"animali da pelliccia semidomestici (esclusi conigli), allevamento e riproduzione",allevamento e riproduzione di animali da pelliccia semidomestici (esclusi conigli),01.48.20,animali da pelliccia semidomestici (
,35110.0,animali semi-addomesticati (esclusi animali da pelliccia) [semi-domesticated animals (except fur animals)],allevamento e riproduzione [raising and breeding],"animali semi-addomesticati (esclusi animali da pelliccia), allevamento e riproduzione",allevamento e riproduzione di animali semi-addomesticati (esclusi animali da pelliccia),01.48.99,animali semi addomesticati (
,35112.0,renne [reindeer],allevamento e riproduzione [raising and breeding],"renne, allevamento e riproduzione",allevamento e riproduzione di renne,01.48.99,"renne, allevamento e riproduzione"
,35113.0,rettili (esclusi coccodrilli) [reptiles (except crocodiles)],allevamento e riproduzione [raising and breeding],"rettili (esclusi coccodrilli), allevamento e riproduzione",allevamento e riproduzione di rettili (esclusi coccodrilli),01.48.99,rettili (
,35114.0,rettili acquatici [aquatic reptiles],allevamento e riproduzione [raising and breeding],"rettili acquatici, allevamento e riproduzione",allevamento e riproduzione di rettili acquatici,01.48.99,"rettili acquatici, allevamento e riproduzione"
,35114.0,rettili acquatici in acque salate [saltwater reptiles],allevamento e riproduzione [raising and breeding],"rettili acquatici in acque salate, allevamento e riproduzione",allevamento e riproduzione di rettili acquatici in acque salate,01.48.99,"rettili acquatici in acque salate, allevamento e riproduzione"
,35114.0,rettili acquatici in acque dolci [freshwater reptiles],allevamento e riproduzione [raising and breeding],"rettili acquatici in acque dolci, allevamento e riproduzione",allevamento e riproduzione di rettili acquatici in acque dolci,01.48.99,"rettili acquatici in acque dolci, allevamento e riproduzione"
,35116.0,animali da compagnia (esclusi pesci) [pets (excpet fish)],allevamento e riproduzione [raising and breeding],"animali da compagnia (esclusi pesci), allevamento e riproduzione",allevamento e riproduzione di animali da compagnia (esclusi pesci),01.48.99,animali da compagnia (
,35116.0,animali da compagnia [pets],allevamento e riproduzione [raising and breeding],"animali da compagnia, allevamento e riproduzione",allevamento di animali da compagnia,01.48.99,"animali da compagnia, allevamento e riproduzione"
,35117.0,gatti [cats],allevamento e riproduzione [raising and breeding],"gatti, allevamento e riproduzione",allevamento e riproduzione di gatti,01.48.99,"gatti, allevamento e riproduzione"
,35117.0,cani [dogs],allevamento e riproduzione [raising and breeding],"cani, allevamento e riproduzione",allevamento e riproduzione di cani,01.48.99,"cani, allevamento e riproduzione"
,35118.0,uccelli [birds],allevamento e riproduzione [raising and breeding],"uccelli, allevamento e riproduzione",allevamento e riproduzione di uccelli,01.48.99,"uccelli, allevamento e riproduzione"
,35118.0,pappagalli [parakeets],allevamento e riproduzione [raising and breeding],"pappagalli, allevamento e riproduzione",allevamento e riproduzione di pappagalli,01.48.99,"pappagalli, allevamento e riproduzione"
,35119.0,criceti [hamsters],allevamento e riproduzione [raising and breeding],"criceti, allevamento e riproduzione",allevamento e riproduzione di criceti,01.48.99,"criceti, allevamento e riproduzione"
,30016.0,cavalli [horses],allevamento e riproduzione a prescindere dallo scopo [raising and breeding regardless of the purpose],"cavalli, allevamento e riproduzione a prescindere dallo scopo",allevamento e riproduzione di cavalli a prescindere dallo scopo,01.43.00,"cavalli, allevamento e riproduzione a prescindere dallo scopo"
,30016.0,asini [asses],allevamento e riproduzione a prescindere dallo scopo [raising and breeding regardless of the purpose],"asini, allevamento e riproduzione a prescindere dallo scopo",allevamento e riproduzione di asini a prescindere dallo scopo,01.43.00,"asini, allevamento e riproduzione a prescindere dallo scopo"
,30016.0,muli [mules],allevamento e riproduzione a prescindere dallo scopo [raising and breeding regardless of the purpose],"muli, allevamento e riproduzione a prescindere dallo scopo",allevamento e riproduzione di muli a prescindere dallo scopo,01.43.00,"muli, allevamento e riproduzione a prescindere dallo scopo"
,30016.0,bardotti [hinnies],allevamento e riproduzione a prescindere dallo scopo [raising and breeding regardless of the purpose],"bardotti, allevamento e riproduzione a prescindere dallo scopo",allevamento e riproduzione di bardotti a prescindere dallo scopo,01.43.00,"bardotti, allevamento e riproduzione a prescindere dallo scopo"
,34547.0,pesci di acqua dolce [fish in freshwater],allevamento effettuato mediante l'utilizzo di processi di acquaponica [culture by aquaponics processes],"pesci di acqua dolce, allevamento effettuato mediante l'utilizzo di processi di acquaponica",allevamento di pesci di acqua dolce effettuato mediante l'utilizzo di processi di acquaponica,03.22.09,"pesci di acqua dolce, allevamento effettuato mediante utilizzo di processi di acquaponica"
,34547.0,altri animali acquatici di acqua dolce [other aquatic animals in freshwater],allevamento effettuato mediante l'utilizzo di processi di acquaponica [culture by aquaponics processes],"altri animali acquatici di acqua dolce, allevamento effettuato mediante l'utilizzo di processi di acquaponica",allevamento di altri animali acquatici di acqua dolce effettuato mediante l'utilizzo di processi di acquaponica,03.22.09,"altri animali acquatici di acqua dolce, allevamento effettuato mediante utilizzo di processi di acquaponica"
,34547.0,animali acquatici di acqua dolce [aquatic animals in freshwater],allevamento effettuato mediante l'utilizzo di processi di acquaponica [culture by aquaponics processes],"animali acquatici di acqua dolce, allevamento effettuato mediante l'utilizzo di processi di acquaponica",allevamento di animali acquatici di acqua dolce effettuato mediante l'utilizzo di processi di acquaponica,03.22.09,"animali acquatici di acqua dolce, allevamento effettuato mediante utilizzo di processi di acquaponica"
,34547.0,pesci di acqua dolce [fish in freshwater],allevamento in acquaponica [culture by aquaponics processes],"pesci di acqua dolce, allevamento in acquaponica",allevamento in acquaponica di pesci di acqua dolce,03.22.09,"pesci di acqua dolce, allevamento in acquaponica"
,34547.0,altri animali acquatici di acqua dolce [other aquatic animals in freshwater],allevamento in acquaponica [culture by aquaponics processes],"altri animali acquatici di acqua dolce, allevamento in acquaponica",allevamento in acquaponica di altri animali acquatici di acqua dolce,03.22.09,"altri animali acquatici di acqua dolce, allevamento in acquaponica"
,34547.0,animali acquatici di acqua dolce [aquatic animals in freshwater],allevamento in acquaponica [culture by aquaponics processes],"animali acquatici di acqua dolce, allevamento in acquaponica",allevamento in acquaponica di animali acquatici di acqua dolce,03.22.09,"animali acquatici di acqua dolce, allevamento in acquaponica"
,34353.0,crostacei di acqua dolce [freshwater crustaceans],allevamento in acque dolci [freshwater culture],"crostacei di acqua dolce, allevamento in acque dolci",allevamento di crostacei di acqua dolce,03.22.09,"crostacei di acqua dolce, allevamento in acque dolci"
,34353.0,bivalvi di acqua dolce [freshwater bivalves],allevamento in acque dolci [freshwater culture],"bivalvi di acqua dolce, allevamento in acque dolci",allevamento di bivalvi di acqua dolce,03.22.09,"bivalvi di acqua dolce, allevamento in acque dolci"
,34353.0,altri molluschi di acqua dolce [freshwater other molluscs],allevamento in acque dolci [freshwater culture],"altri molluschi di acqua dolce, allevamento in acque dolci",allevamento di altri molluschi di acqua dolce,03.22.09,"altri molluschi di acqua dolce, allevamento in acque dolci"
,34353.0,altri animali acquatici di acqua dolce [freshwater other aquatic animals],allevamento in acque dolci [freshwater culture],"altri animali acquatici di acqua dolce, allevamento in acque dolci",allevamento di altri animali acquatici di acqua dolce,03.22.09,"altri animali acquatici di acqua dolce, allevamento in acque dolci"
,34353.0,molluschi di acqua dolce [freshwater molluscs],allevamento in acque dolci [freshwater culture],"molluschi di acqua dolce, allevamento in acque dolci",allevamento di molluschi di acqua dolce,03.22.09,"molluschi di acqua dolce, allevamento in acque dolci"
,34353.0,animali acquatici di acqua dolce [freshwater aquatic animals],allevamento in acque dolci [freshwater culture],"animali acquatici di acqua dolce, allevamento in acque dolci",allevamento di animali acquatici di acqua dolce,03.22.09,"animali acquatici di acqua dolce, allevamento in acque dolci"
,34352.0,pesci in acque dolci [fish in freshwater],allevamento in acque dolci [freshwater farming],"pesci in acque dolci, allevamento in acque dolci",allevamento di pesci in acque dolci,03.22.09,"pesci in acque dolci, allevamento in acque dolci"
,34352.0,pesci ornamentali in acque dolci [ornamental fish in freshwater],allevamento in acque dolci [freshwater farming],"pesci ornamentali in acque dolci, allevamento in acque dolci",allevamento di pesci ornamentali in acque dolci,03.22.09,"pesci ornamentali in acque dolci, allevamento in acque dolci"
,34355.0,rane [frogs],allevamento in acque dolci [freshwater farming],"rane, allevamento in acque dolci",allevamento di rane,03.22.09,"rane, allevamento in acque dolci"
,34349.0,crostacei in acqua di mare [crustaceans],allevamento in acque marine [marine culture],"crostacei in acqua di mare, allevamento in acque marine",allevamento di crostacei in acqua di mare,03.21.09,"crostacei in acqua di mare, allevamento in acque marine"
,34349.0,bivalvi in acqua di mare [bivalves],allevamento in acque marine [marine culture],"bivalvi in acqua di mare, allevamento in acque marine",allevamento di bivalvi in acqua di mare,03.21.09,"bivalvi in acqua di mare, allevamento in acque marine"
,34349.0,altri molluschi in acqua di mare [other molluscs],allevamento in acque marine [marine culture],"altri molluschi in acqua di mare, allevamento in acque marine",allevamento di altri molluschi in acqua di mare,03.21.09,"altri molluschi in acqua di mare, allevamento in acque marine"
,34349.0,altri animali acquatici in acqua di mare [other aquatic animals],allevamento in acque marine [marine culture],"altri animali acquatici in acqua di mare, allevamento in acque marine",allevamento di altri animali acquatici in acqua di mare,03.21.09,"altri animali acquatici in acqua di mare, allevamento in acque marine"
,34349.0,molluschi in acqua di mare [molluscs],allevamento in acque marine [marine culture],"molluschi in acqua di mare, allevamento in acque marine",allevamento di molluschi in acqua di mare,03.21.09,"molluschi in acqua di mare, allevamento in acque marine"
,34349.0,animali acquatici in acqua di mare [aquatic animals],allevamento in acque marine [marine culture],"animali acquatici in acqua di mare, allevamento in acque marine",allevamento di animali acquatici in acqua di mare,03.21.09,"animali acquatici in acqua di mare, allevamento in acque marine"
,34345.0,pesci in acque marine [fish sea water],allevamento in acque marine [marine farming],"pesci in acque marine, allevamento in acque marine",allevamento di pesci in acque marine,03.21.09,"pesci in acque marine, allevamento in acque marine"
,34345.0,pesci ornamentali in acque marine [marine ornamental fish],allevamento in acque marine [marine farming],"pesci ornamentali in acque marine, allevamento in acque marine",allevamento di pesci ornamentali in acque marine,03.21.09,"pesci ornamentali in acque marine, allevamento in acque marine"
,32541.0,pesca [fishing],altre attività di supporto n.c.a. [other support activities n.e.c.],"pesca, altre attività di supporto n.c.a.",altre attività di supporto alla pesca n.c.a.,03.30.00,"pesca, altre attività di supporto n.c.a."
,32541.0,acquacoltura [aquaculture],altre attività di supporto n.c.a. [other support activities n.e.c.],"acquacoltura, altre attività di supporto n.c.a.",altre attività di supporto all'acquacoltura n.c.a.,03.30.00,"acquacoltura, altre attività di supporto n.c.a."
,35620.0,fitofarmaci [pesticides],applicazione [application],"fitofarmaci, applicazione",applicazione di fitofarmaci,01.61.91,"fitofarmaci, applicazione"
